timestamp,yes_price
2026-04-06 01:00:00+00:00,0.3999
2026-04-06 13:00:00+00:00,0.4071
2026-04-07 01:00:00+00:00,0.4097
2026-04-07 13:00:00+00:00,0.4183
2026-04-08 01:00:00+00:00,0.4292
2026-04-08 13:00:00+00:00,0.4274
2026-04-09 01:00:00+00:00,0.4205
2026-04-09 13:00:00+00:00,0.4275
2026-04-10 01:00:00+00:00,0.436
2026-04-10 13:00:00+00:00,0.4448
2026-04-11 01:00:00+00:00,0.4397
2026-04-11 13:00:00+00:00,0.423
2026-04-12 01:00:00+00:00,0.4097
2026-04-12 13:00:00+00:00,0.4024
2026-04-13 01:00:00+00:00,0.4255
2026-04-13 13:00:00+00:00,0.4487
2026-04-14 01:00:00+00:00,0.4499
2026-04-14 13:00:00+00:00,0.448
2026-04-15 01:00:00+00:00,0.4483
2026-04-15 13:00:00+00:00,0.4591
2026-04-16 01:00:00+00:00,0.4598
2026-04-16 13:00:00+00:00,0.4588
2026-04-17 01:00:00+00:00,0.4747
2026-04-17 13:00:00+00:00,0.4758
2026-04-18 01:00:00+00:00,0.4795
2026-04-18 13:00:00+00:00,0.4899
2026-04-19 01:00:00+00:00,0.4795
2026-04-19 13:00:00+00:00,0.4983
2026-04-20 01:00:00+00:00,0.499
2026-04-20 13:00:00+00:00,0.4958
2026-04-21 01:00:00+00:00,0.4996
2026-04-21 13:00:00+00:00,0.4981
2026-04-22 01:00:00+00:00,0.5197
2026-04-22 13:00:00+00:00,0.5186
2026-04-23 01:00:00+00:00,0.5296
2026-04-23 13:00:00+00:00,0.5249
2026-04-24 01:00:00+00:00,0.5319
2026-04-24 13:00:00+00:00,0.5338
2026-04-25 01:00:00+00:00,0.5589
2026-04-25 13:00:00+00:00,0.5444
2026-04-26 01:00:00+00:00,0.5397
2026-04-26 13:00:00+00:00,0.5201
2026-04-27 01:00:00+00:00,0.5299
2026-04-27 13:00:00+00:00,0.5208
