timestamp,yes_price
2026-04-01 01:00:00+00:00,0.171
2026-04-01 13:00:00+00:00,0.171
2026-04-02 01:00:00+00:00,0.171
2026-04-02 13:00:00+00:00,0.1709
2026-04-03 01:00:00+00:00,0.171
2026-04-03 13:00:00+00:00,0.1702
2026-04-04 01:00:00+00:00,0.1701
2026-04-04 13:00:00+00:00,0.171
2026-04-05 01:00:00+00:00,0.17
2026-04-05 13:00:00+00:00,0.172
2026-04-06 01:00:00+00:00,0.172
2026-04-06 13:00:00+00:00,0.172
2026-04-07 01:00:00+00:00,0.172
2026-04-07 13:00:00+00:00,0.1727
2026-04-08 01:00:00+00:00,0.172
2026-04-08 13:00:00+00:00,0.1719
2026-04-09 01:00:00+00:00,0.172
2026-04-09 13:00:00+00:00,0.172
2026-04-10 01:00:00+00:00,0.172
2026-04-10 13:00:00+00:00,0.1709
2026-04-11 01:00:00+00:00,0.1709
2026-04-11 13:00:00+00:00,0.1704
2026-04-12 01:00:00+00:00,0.1705
2026-04-12 13:00:00+00:00,0.171
2026-04-13 01:00:00+00:00,0.17
2026-04-13 13:00:00+00:00,0.1701
2026-04-14 01:00:00+00:00,0.171
2026-04-14 13:00:00+00:00,0.1707
2026-04-15 01:00:00+00:00,0.171
2026-04-15 13:00:00+00:00,0.1708
2026-04-16 01:00:00+00:00,0.171
2026-04-16 13:00:00+00:00,0.172
2026-04-17 01:00:00+00:00,0.1712
2026-04-17 13:00:00+00:00,0.171
2026-04-18 01:00:00+00:00,0.171
2026-04-18 13:00:00+00:00,0.1714
2026-04-19 01:00:00+00:00,0.172
2026-04-19 13:00:00+00:00,0.1716
2026-04-20 01:00:00+00:00,0.172
2026-04-20 13:00:00+00:00,0.172
2026-04-21 01:00:00+00:00,0.171
2026-04-21 13:00:00+00:00,0.172
2026-04-22 01:00:00+00:00,0.1703
2026-04-22 13:00:00+00:00,0.1704
2026-04-23 01:00:00+00:00,0.171
2026-04-23 13:00:00+00:00,0.171
2026-04-24 01:00:00+00:00,0.1693
2026-04-24 13:00:00+00:00,0.1707
2026-04-25 01:00:00+00:00,0.1673
2026-04-25 13:00:00+00:00,0.1663
2026-04-26 01:00:00+00:00,0.167
2026-04-26 13:00:00+00:00,0.1668
2026-04-27 01:00:00+00:00,0.167
2026-04-27 13:00:00+00:00,0.166
2026-04-28 01:00:00+00:00,0.167
