timestamp,yes_price
2026-04-01 01:00:00+00:00,0.123
2026-04-01 13:00:00+00:00,0.123
2026-04-02 01:00:00+00:00,0.123
2026-04-02 13:00:00+00:00,0.122
2026-04-03 01:00:00+00:00,0.122
2026-04-03 13:00:00+00:00,0.122
2026-04-04 01:00:00+00:00,0.123
2026-04-04 13:00:00+00:00,0.123
2026-04-05 01:00:00+00:00,0.121
2026-04-05 13:00:00+00:00,0.121
2026-04-06 01:00:00+00:00,0.121
2026-04-06 13:00:00+00:00,0.121
2026-04-07 01:00:00+00:00,0.12
2026-04-07 13:00:00+00:00,0.121
2026-04-08 01:00:00+00:00,0.121
2026-04-08 13:00:00+00:00,0.12
2026-04-09 01:00:00+00:00,0.121
2026-04-09 13:00:00+00:00,0.121
2026-04-10 01:00:00+00:00,0.121
2026-04-10 13:00:00+00:00,0.12
2026-04-11 01:00:00+00:00,0.116
2026-04-11 13:00:00+00:00,0.114
2026-04-12 01:00:00+00:00,0.114
2026-04-12 13:00:00+00:00,0.114
2026-04-13 01:00:00+00:00,0.114
2026-04-13 13:00:00+00:00,0.1132
2026-04-14 01:00:00+00:00,0.113
2026-04-14 13:00:00+00:00,0.1113
2026-04-15 01:00:00+00:00,0.112
2026-04-15 13:00:00+00:00,0.112
2026-04-16 01:00:00+00:00,0.112
2026-04-16 13:00:00+00:00,0.112
2026-04-17 01:00:00+00:00,0.111
2026-04-17 13:00:00+00:00,0.112
2026-04-18 01:00:00+00:00,0.1117
2026-04-18 13:00:00+00:00,0.112
2026-04-19 01:00:00+00:00,0.113
2026-04-19 13:00:00+00:00,0.119
2026-04-20 01:00:00+00:00,0.12
2026-04-20 13:00:00+00:00,0.119
2026-04-21 01:00:00+00:00,0.113
2026-04-21 13:00:00+00:00,0.1169
2026-04-22 01:00:00+00:00,0.112
2026-04-22 13:00:00+00:00,0.119
2026-04-23 01:00:00+00:00,0.1189
2026-04-23 13:00:00+00:00,0.118
2026-04-24 01:00:00+00:00,0.118
2026-04-24 13:00:00+00:00,0.118
2026-04-25 01:00:00+00:00,0.117
2026-04-25 13:00:00+00:00,0.1156
2026-04-26 01:00:00+00:00,0.116
2026-04-26 13:00:00+00:00,0.116
2026-04-27 01:00:00+00:00,0.116
2026-04-27 13:00:00+00:00,0.115
2026-04-28 01:00:00+00:00,0.1148
